compuesto,fase,carga_atomica
C8,gas,-0.0408
C8,agua,-0.0799
C8,decalina,-0.0564
C7,gas,-0.0466
C7,agua,-0.0882
C7,decalina,-0.0632
C10,gas,-0.0651
C10,agua,-0.1125
C10,decalina,-0.0843
C6,gas,-0.0658
C6,agua,-0.1096
C6,decalina,-0.0838
C9,gas,-0.0667
C9,agua,-0.1122
C9,decalina,-0.0854
C5,gas,-0.0676
C5,agua,-0.1121
C5,decalina,-0.0863
C4,gas,-0.0704
C4,agua,-0.1155
C4,decalina,-0.0894

